date,username,text,party,labels,year,era,is_edge_case,pred_leaning,pred_stance,confidence,reasoning,raw_response,parse_error,triage_action,mode
2021-02-21 15:35:05,SenAngusKing,"It was a pleasure to join   and  on Left, Right and Center to share the thinking of Senate moderates as we help shape the COVID-19 relief package making its way through Congress.  is a lively listen, and even more fun to participate in.",Democrat,1,2021,biden-era,True,Democrat,Establishment,45,"The senator's self-identification as a 'moderate' working on bipartisan COVID relief suggests establishment centrism, though the leaning cannot be determined with high confidence without additional context.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 45,
  ""reasoning"": ""The senator's self-identification as a 'moderate' working on bipartisan COVID relief suggests establishment centrism, though the leaning cannot be determined with high confidence without additional context.""
}",False,flag_for_review,zero-shot
2023-02-03 20:50:49,Rep_Magaziner,"Had such a blast at today’s event officially opening our district office in Warwick.

Our doors are always open & o…",Democrat,1,2023,biden-era,False,Democrat,Establishment,25,"The tweet describes a routine constituent service event with no ideological markers, making classification difficult without additional context about the senator or their usual messaging patterns.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 25,
  ""reasoning"": ""The tweet describes a routine constituent service event with no ideological markers, making classification difficult without additional context about the senator or their usual messaging patterns.""
}",False,flag_for_review,zero-shot
2022-08-11 17:36:06,RepMcCaul,"As the author of the CHIPS for America Act, I fought for over 2 years to push this bill across the finish line. Wit…",Republican,0,2022,biden-era,False,Democrat,Establishment,45,"The tweet references authoring major legislation (CHIPS Act), suggesting establishment credentials, but lacks partisan indicators to determine party affiliation with high confidence.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 45,
  ""reasoning"": ""The tweet references authoring major legislation (CHIPS Act), suggesting establishment credentials, but lacks partisan indicators to determine party affiliation with high confidence.""
}",False,flag_for_review,zero-shot
2021-07-12 20:18:37,repdavidscott,Applications are open now for #GA13 students seeking a Congressional nomination to attend a military academy in 202…,Democrat,1,2021,biden-era,False,Republican,Establishment,35,"The tweet announces a routine constituent service (military academy nominations) typical of any representative, but the GA13 reference suggests a Republican district representative with insufficient ideological content for confident classification.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 35,
  ""reasoning"": ""The tweet announces a routine constituent service (military academy nominations) typical of any representative, but the GA13 reference suggests a Republican district representative with insufficient ideological content for confident classification.""
}",False,flag_for_review,zero-shot
2021-03-05 22:22:26,lisamurkowski,This temporary work-around is a significant step on the path to safely resuming cruise ship activity and economic certainty at a time when Alaskans need it most,Republican,0,2021,biden-era,True,Republican,Establishment,65,The focus on economic certainty and supporting cruise ship industry activity in Alaska suggests a Republican senator prioritizing business interests and state economic recovery.,"{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 65,
  ""reasoning"": ""The focus on economic certainty and supporting cruise ship industry activity in Alaska suggests a Republican senator prioritizing business interests and state economic recovery.""
}",False,flag_for_review,zero-shot
2021-09-05 11:54:10,JohnCornyn,"""The news cycle has become a hurricane, blowing away reality every hours.""",Republican,0,2021,biden-era,False,Republican,Populist,35,"The tweet criticizes mainstream media narrative control, a common populist critique, but lacks sufficient partisan markers for high confidence classification.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Populist"",
  ""confidence"": 35,
  ""reasoning"": ""The tweet criticizes mainstream media narrative control, a common populist critique, but lacks sufficient partisan markers for high confidence classification.""
}",False,flag_for_review,zero-shot
2022-08-14 01:10:48,RepKweisiMfume,"Today, we celebrate  130th anniversary.

May The Afro-American newspaper continue to be our voice for gen…",Democrat,1,2022,biden-era,False,Democrat,Populist,35,"The tweet celebrates an African-American newspaper and emphasizes community voice, which aligns with Democratic values, but the vague content and lack of policy positioning makes confident classification difficult.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Populist"",
  ""confidence"": 35,
  ""reasoning"": ""The tweet celebrates an African-American newspaper and emphasizes community voice, which aligns with Democratic values, but the vague content and lack of policy positioning makes confident classification difficult.""
}",False,flag_for_review,zero-shot
2021-03-26 18:32:37,RogerMarshallMD,. nails it here with the hypocrisy of the  power grab Re #FILIBUSTER:,Republican,0,2021,biden-era,False,Republican,Populist,35,"The tweet criticizes the filibuster as a 'power grab' and calls out hypocrisy, which suggests anti-establishment sentiment, but the incomplete tweet and missing context make confident classification difficult.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Populist"",
  ""confidence"": 35,
  ""reasoning"": ""The tweet criticizes the filibuster as a 'power grab' and calls out hypocrisy, which suggests anti-establishment sentiment, but the incomplete tweet and missing context make confident classification difficult.""
}",False,flag_for_review,zero-shot
2022-12-06 17:56:00,RepNewhouse,"Happy #ComputerScienceEducationWeek!

In Central Washington, our students are learning problem-solving and analytic…",Republican,0,2022,biden-era,False,Republican,Establishment,25,"The tweet is non-partisan and focused on education initiatives with no clear ideological positioning, making confident classification difficult.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 25,
  ""reasoning"": ""The tweet is non-partisan and focused on education initiatives with no clear ideological positioning, making confident classification difficult.""
}",False,flag_for_review,zero-shot
2022-10-07 20:48:00,RepDanKildee,"Thrilled to join  at the ribbon cutting for a new stretch of I-69!

I passed the…",Democrat,1,2022,biden-era,False,Republican,Establishment,25,"Infrastructure project celebration is non-partisan, but the formal tone and focus on legislative accomplishment slightly suggests establishment Republican, though insufficient context limits confidence.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 25,
  ""reasoning"": ""Infrastructure project celebration is non-partisan, but the formal tone and focus on legislative accomplishment slightly suggests establishment Republican, though insufficient context limits confidence.""
}",False,flag_for_review,zero-shot
2022-07-22 14:00:04,RepRussFulcher,"In this week's  hearing, I discussed H.R. 5350 — the Enhancing Geothermal Production on Federal Lands…",Republican,0,2022,biden-era,False,Republican,Establishment,25,The tweet discusses energy policy legislation but lacks sufficient partisan or ideological markers to enable confident classification.,"{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 25,
  ""reasoning"": ""The tweet discusses energy policy legislation but lacks sufficient partisan or ideological markers to enable confident classification.""
}",False,flag_for_review,zero-shot
2021-02-25 18:37:53,SenatorWicker,"Millions of Americans living with rare diseases are waiting for drugs that could change their lives.  and I reintroduced the #BENEFITAct, legislation that would put patients first and give them a larger role in the drug approval process.",Republican,0,2021,biden-era,False,Republican,Establishment,45,"The tweet emphasizes patient empowerment and regulatory reform, which are bipartisan concerns, but the focus on streamlining drug approval processes aligns more with Republican-favored deregulation approaches, though insufficient partisan markers limit confidence.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 45,
  ""reasoning"": ""The tweet emphasizes patient empowerment and regulatory reform, which are bipartisan concerns, but the focus on streamlining drug approval processes aligns more with Republican-favored deregulation approaches, though insufficient partisan markers limit confidence.""
}",False,flag_for_review,zero-shot
2021-03-10 21:56:29,lisamurkowski,"Special thanks to AK Air National Guard Capt. Lezama of the  who guided the U.S. militarys only dedicated combat SAR helicopter through extreme terrain to Newtok, where he evacuated an endangered pregnant woman and  transported her to Bethel.",Republican,0,2021,biden-era,True,Republican,Establishment,35,"This tweet highlights military service and emergency response without partisan messaging, characteristic of Alaska's Sen. Dan Sullivan, though the content alone provides minimal ideological indicators.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 35,
  ""reasoning"": ""This tweet highlights military service and emergency response without partisan messaging, characteristic of Alaska's Sen. Dan Sullivan, though the content alone provides minimal ideological indicators.""
}",False,flag_for_review,zero-shot
2021-08-09 00:05:05,lisamurkowski,"A resolution to honor the late Senator Mike Gravel of Alaska passed the Senate by unanimous consent last night. Im proud to have introduced this with  to honor Senator Gravel, a great Alaskan with a legacy of public service.",Republican,0,2021,biden-era,True,Democrat,Establishment,45,"The tweet honors a deceased senator in a bipartisan manner, making partisan classification difficult, but Mike Gravel was a prominent Democrat and the introducer likely shares that affiliation.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 45,
  ""reasoning"": ""The tweet honors a deceased senator in a bipartisan manner, making partisan classification difficult, but Mike Gravel was a prominent Democrat and the introducer likely shares that affiliation.""
}",False,flag_for_review,zero-shot
2022-06-10 22:35:25,RepMarcyKaptur,"On the 61st anniversary of the Anthony Wayne Trail Fire, we honor the fallen of  who so selflessly gave…",Democrat,1,2022,biden-era,False,Republican,Establishment,25,This is a commemorative tweet about fallen firefighters with insufficient partisan content to classify with confidence; the low confidence reflects the non-partisan nature of memorial statements.,"{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 25,
  ""reasoning"": ""This is a commemorative tweet about fallen firefighters with insufficient partisan content to classify with confidence; the low confidence reflects the non-partisan nature of memorial statements.""
}",False,flag_for_review,zero-shot
2021-04-05 23:29:49,lisamurkowski,"As we move forward in the th Congress, know that I will continue to work alongside the delegation to ensure Alaskans have a voice in our nations most important policy decisions.",Republican,0,2021,biden-era,True,Republican,Establishment,35,"The tweet is generic and non-partisan, focusing on constituent representation without ideological markers, making confident classification difficult.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 35,
  ""reasoning"": ""The tweet is generic and non-partisan, focusing on constituent representation without ideological markers, making confident classification difficult.""
}",False,flag_for_review,zero-shot
2022-12-14 19:59:04,RepKatiePorter,"My heart breaks at this time every year, thinking of stockings hung, recipes planned, and gifts bought for the 20 k…",Democrat,1,2022,biden-era,False,Democrat,Populist,45,"The tweet references grief over lost lives (likely gun violence victims based on the incomplete mention of '20k'), which aligns with Democratic messaging on gun control, though limited context makes confident classification difficult.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Populist"",
  ""confidence"": 45,
  ""reasoning"": ""The tweet references grief over lost lives (likely gun violence victims based on the incomplete mention of '20k'), which aligns with Democratic messaging on gun control, though limited context makes confident classification difficult.""
}",False,flag_for_review,zero-shot
2022-09-19 13:16:57,RepMarkPocan,"A lot of people want to know the secrets behind a magician’s trick. In this throwback #MagicMonday, I show you how…",Democrat,1,2022,biden-era,False,Unknown,Unknown,5,"This tweet contains no political content and appears to be about a magic trick, making classification impossible.","{
  ""leaning"": ""Unknown"",
  ""stance"": ""Unknown"",
  ""confidence"": 5,
  ""reasoning"": ""This tweet contains no political content and appears to be about a magic trick, making classification impossible.""
}",False,flag_for_review,zero-shot
2022-09-01 01:00:12,RepJoshHarder,"Making weekend plans?
 
Well, Assyrian Fest is back! 
 
And I can confirm there will be amazing food and performanc…",Democrat,1,2022,biden-era,False,Democrat,Establishment,15,This appears to be a non-political community event promotion with insufficient political content to reliably classify the Senator's political alignment or stance.,"{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 15,
  ""reasoning"": ""This appears to be a non-political community event promotion with insufficient political content to reliably classify the Senator's political alignment or stance.""
}",False,flag_for_review,zero-shot
2021-05-08 18:43:46,MarshaBlackburn,Praying for a quick recovery for the  and  officers injured last night. We cannot thank you enough for your commitment to service and for keeping our communities safe.,Republican,0,2021,biden-era,False,Republican,Establishment,25,"The tweet's pro-law enforcement sentiment and emphasis on community safety align with typical Republican messaging, but the generic nature and lack of partisan language make classification uncertain.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 25,
  ""reasoning"": ""The tweet's pro-law enforcement sentiment and emphasis on community safety align with typical Republican messaging, but the generic nature and lack of partisan language make classification uncertain.""
}",False,flag_for_review,zero-shot
2021-04-22 22:42:14,lisamurkowski,"This bill recognizes the Alaska section of the Chilkoot Trail as a National Historic Trail, which served as a Tlingit trade route prior to the gold rush.",Republican,0,2021,biden-era,True,Democrat,Establishment,35,"The focus on indigenous history and cultural preservation suggests Democratic priorities, but the nonpartisan nature of heritage legislation makes classification unreliable.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 35,
  ""reasoning"": ""The focus on indigenous history and cultural preservation suggests Democratic priorities, but the nonpartisan nature of heritage legislation makes classification unreliable.""
}",False,flag_for_review,zero-shot
2023-01-25 15:52:09,RepSmucker,I appreciated meeting with faith leaders from Pennsylvania’s 11th District to discuss policies to improve our envir…,Republican,0,2023,biden-era,False,Democrat,Establishment,45,"Environmental focus and faith leader engagement suggests Democratic values, but limited content prevents high confidence classification.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 45,
  ""reasoning"": ""Environmental focus and faith leader engagement suggests Democratic values, but limited content prevents high confidence classification.""
}",False,flag_for_review,zero-shot
2021-12-13 21:21:19,SenStabenow,I was proud to show her the broad community support for our Hometown Air Base in Southeast Michigan and the dedicated men and women who serve our country.,Democrat,1,2021,biden-era,False,Republican,Establishment,35,"The tweet emphasizes military support and community pride, which are common themes across both parties, but the formal tone and focus on institutional patriotism slightly suggests establishment conservatism.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 35,
  ""reasoning"": ""The tweet emphasizes military support and community pride, which are common themes across both parties, but the formal tone and focus on institutional patriotism slightly suggests establishment conservatism.""
}",False,flag_for_review,zero-shot
2021-08-23 19:41:36,SenatorShaheen,Paul was a dear friend whose legacy is felt in every corner of Portsmouth. Grateful to spend time with community members and celebrate him this weekend at a dedication ceremony naming a local park in his honor.,Democrat,1,2021,biden-era,False,Democrat,Establishment,25,"The tweet is a nonpartisan tribute to a community figure with no discernible political ideology, making confident classification impossible.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 25,
  ""reasoning"": ""The tweet is a nonpartisan tribute to a community figure with no discernible political ideology, making confident classification impossible.""
}",False,flag_for_review,zero-shot
2022-03-28 20:53:55,RepGregoryMeeks,I had the privilege to visit  and meet  students studying American Government. The conversa…,Democrat,1,2022,biden-era,False,Unknown,Unknown,5,"Tweet is incomplete and contains no substantive political content, policy positions, or partisan language to enable classification.","{
  ""leaning"": ""Unknown"",
  ""stance"": ""Unknown"",
  ""confidence"": 5,
  ""reasoning"": ""Tweet is incomplete and contains no substantive political content, policy positions, or partisan language to enable classification.""
}",False,flag_for_review,zero-shot
2021-12-20 23:31:31,SenatorHassan,"In today's world, protecting our national security means strengthening our cybersecurity defenses. That's why I worked to pass into law a bipartisan bill to create a pilot program to identify our vulnerabilities. Now that program is permanent:",Democrat,1,2021,biden-era,False,Republican,Establishment,45,"The focus on national security and cybersecurity infrastructure aligns with conservative priorities, though the bipartisan approach and technical policy focus lack strong partisan signals.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 45,
  ""reasoning"": ""The focus on national security and cybersecurity infrastructure aligns with conservative priorities, though the bipartisan approach and technical policy focus lack strong partisan signals.""
}",False,flag_for_review,zero-shot
2023-01-14 16:23:00,RepPaulTonko,"In the 117th Congress, I was proud to deliver millions in direct investments to our Capital Region, including provi…",Democrat,1,2023,biden-era,False,Democrat,Establishment,35,"The tweet emphasizes infrastructure investments and constituent services typical of establishment Democrats, but limited content makes classification difficult.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 35,
  ""reasoning"": ""The tweet emphasizes infrastructure investments and constituent services typical of establishment Democrats, but limited content makes classification difficult.""
}",False,flag_for_review,zero-shot
2021-05-25 18:04:48,SenAngusKing,"In recent years, weve received wake-up call after wake-up call telling us to improve our cybersecurity yet our defenses are still inadequate. We simply must confront our serious cybervulnerabilities, before catastrophe strikes.",Democrat,1,2021,biden-era,True,Republican,Establishment,45,"The focus on national security infrastructure and cybersecurity aligns with traditional establishment Republican concerns, though this could equally reflect a bipartisan security-focused senator.","{
  ""leaning"": ""Republican"",
  ""stance"": ""Establishment"",
  ""confidence"": 45,
  ""reasoning"": ""The focus on national security infrastructure and cybersecurity aligns with traditional establishment Republican concerns, though this could equally reflect a bipartisan security-focused senator.""
}",False,flag_for_review,zero-shot
2022-12-15 02:45:12,RepThompson,Honored to receive the  Champion of Retirement Security. Every American deserves to retire with dignity a…,Democrat,1,2022,biden-era,False,Democrat,Establishment,35,"The focus on retirement security and dignity appeals to both parties, but without more specific policy details or identification, confidence is low.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 35,
  ""reasoning"": ""The focus on retirement security and dignity appeals to both parties, but without more specific policy details or identification, confidence is low.""
}",False,flag_for_review,zero-shot
2022-09-11 19:20:41,RepFischbach,"21 years ago today, our nation suffered a horrendous terror attack. We will never forget the pain inflicted on this…",Republican,0,2022,biden-era,False,Democrat,Establishment,25,"This is a generic 9/11 memorial tweet that could be posted by any senator from either party, lacking distinctive partisan or ideological markers.","{
  ""leaning"": ""Democrat"",
  ""stance"": ""Establishment"",
  ""confidence"": 25,
  ""reasoning"": ""This is a generic 9/11 memorial tweet that could be posted by any senator from either party, lacking distinctive partisan or ideological markers.""
}",False,flag_for_review,zero-shot
